mal_id,url,images,trailer,approved,titles,title,title_english,title_japanese,title_synonyms,type,source,episodes,status,airing,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,season,year,broadcast,producers,licensors,studios,genres,explicit_genres,themes,demographics,relations,theme,external,streaming
55878,https://myanimelist.net/anime/55878/Hataraku_Maou-sama_Recap,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1463/136983.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1463/136983t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1463/136983l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1463/136983.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1463/136983t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1463/136983l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,",Hataraku Maou-sama!! Recap,The Devil is a Part-Timer! Season 2: Recap Special From Sasazuka to Ente Isla!,はたらく魔王さま！！,,Special,Light novel,1,Finished Airing,False,"{'from': '2023-07-06T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 6, 'month': 7, 'year': 2023}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 6, 2023'}",23 min,PG-13 - Teens 13 or older,6.01,2983,9537,6765,8597,13,Narrated recap of the first season of Hataraku Maou-sama!!.,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,Studio 3Hz,"Comedy,Fantasy",,"Mythology,Romantic Subtext,Workplace",,,"{'openings': [], 'endings': []}",,
55881,https://myanimelist.net/anime/55881/Demian,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1960/136989.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1960/136989t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1960/136989l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1960/136989.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1960/136989t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1960/136989l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",False,,Demian,,,,ONA,Original,1,Finished Airing,False,"{'from': '2009-01-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 1, 'month': 1, 'year': 2009}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': '2009'}",19 sec,,,,0,0,0,0,"After being accused of stealing military secrets, Dr. Demian escapes from custody and expose corruption within the military; but he's pursued by a strike force that operates an experimental robot that he developed.",,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,,"Action,Sci-Fi",,Mecha,,,"{'openings': [], 'endings': []}",,
55882,https://myanimelist.net/anime/55882/Watashi_wa_Jinrui,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1464/136990.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1464/136990t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1464/136990l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1464/136990.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1464/136990t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1464/136990l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,",Watashi wa Jinrui,,わたしは人類,"[""I'm Humanity""]",Music,Original,1,Finished Airing,False,"{'from': '2017-05-09T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 9, 'month': 5, 'year': 2017}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'May 9, 2017'}",4 min,G - All Ages,,,,22274,108,0,Animated clip for Yakushimaru Etsuko's song Watashi wa Jinrui.,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,,Avant Garde,,Music,,,"{'openings': [], 'endings': []}","Official Site,YouTube",
55883,https://myanimelist.net/anime/55883/Shiori_2023,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1462/136991.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1462/136991t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1462/136991l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1462/136991.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1462/136991t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1462/136991l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",",Shiori (2023),,栞,,Music,Mixed media,1,Finished Airing,False,"{'from': '2023-06-30T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 30, 'month': 6, 'year': 2023}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jun 30, 2023'}",4 min,G - All Ages,6.71,201,,17800,350,0,Music video for the song Shiori by MyGO!!!!!,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,Studio Lemon,Drama,,Music,,,"{'openings': [], 'endings': []}","Official Site,YouTube,Wikipedia",
55884,https://myanimelist.net/anime/55884/Masquerade,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1161/136992.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1161/136992t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1161/136992l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1161/136992.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1161/136992t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1161/136992l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",",Masquerade,,魔崇華麗奴,,Music,Original,1,Finished Airing,False,"{'from': '2023-04-14T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 14, 'month': 4, 'year': 2023}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 14, 2023'}",3 min,PG-13 - Teens 13 or older,,,,21308,145,1,Music video for the song Masquerade by FAKE TYPE.,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,,,,Music,,,"{'openings': [], 'endings': []}",YouTube,
55885,https://myanimelist.net/anime/55885/Hai_Grasshopper,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1200/136993.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1200/136993t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1200/136993l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1200/136993.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1200/136993t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1200/136993l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,",Hai! Grasshopper,,ハーイ！グラスホッパー,['Minna no Uta'],Music,Original,1,Finished Airing,False,"{'from': '2007-04-02T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 2, 'month': 4, 'year': 2007}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 2, 2007'}",4 min,G - All Ages,,,,22824,96,0,Music video for the song Hai! Grasshopper by Noppo Takami that was featured on NHK's Minna no Uta program.,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}","NHK,Pony Canyon",,,,,Music,Kids,,"{'openings': [], 'endings': []}","Official Site,Wikipedia",
55886,https://myanimelist.net/anime/55886/Gingham_Check_no_Kotori,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1022/136994.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1022/136994t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1022/136994l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1022/136994.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1022/136994t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1022/136994l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,",Gingham Check no Kotori,,ギンガムチェックの小鳥,['Minna no Uta'],Music,Original,1,Finished Airing,False,"{'from': '2007-10-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 1, 'month': 10, 'year': 2007}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Oct 1, 2007'}",2 min,G - All Ages,,,,23622,83,0,Music video for the song Gingham Check no Kotori by Shione Yukawa that was featured on NHK's Minna no Uta program.,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",NHK,,Studio Placebo,,,Music,Kids,,"{'openings': [], 'endings': []}","Official Site,Wikipedia",
55887,https://myanimelist.net/anime/55887/Kekkon_suru_tte_Hontou_desu_ka,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1608/142248.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1608/142248t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1608/142248l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1608/142248.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1608/142248t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1608/142248l.webp'}}","{'youtube_id': 'nUXnCBaFWyY', 'url': 'https://www.youtube.com/watch?v=nUXnCBaFWyY', 'embed_url': 'https://www.youtube.com/embed/nUXnCBaFWyY?enablejsapi=1&wmode=opaque&autoplay=1', 'images': {'image_url': 'https://img.youtube.com/vi/nUXnCBaFWyY/default.jpg', 'small_image_url': 'https://img.youtube.com/vi/nUXnCBaFWyY/sddefault.jpg', 'medium_image_url': 'https://img.youtube.com/vi/nUXnCBaFWyY/mqdefault.jpg', 'large_image_url': 'https://img.youtube.com/vi/nUXnCBaFWyY/hqdefault.jpg', 'maximum_image_url': 'https://img.youtube.com/vi/nUXnCBaFWyY/maxresdefault.jpg'}}",True,",,,","Kekkon suru tte, Hontou desu ka",365 Days to the Wedding,結婚するって、本当ですか 365 Days To The Wedding,['Are You Really Getting Married?'],TV,Manga,,Not yet aired,False,"{'from': '2024-01-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 1, 'month': 1, 'year': 2024}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': '2024 to ?'}",Unknown,,,,,7090,7687,13,"Takuya and Rika are coworkers in a travel agency in Tokyo. They're both single, but they don't mind, since they're introverts with fulfilling lives at home. Unfortunately, now their job is looking to staff an office in Siberia, and non-married employees are the first to be considered. Rika is desperate to avoid the transfer and goes to Takuya with an idea: if they pretend they're getting married in a year, they can stay in Tokyo. The only problem is the two of them barely know each other! If these two quiet coworkers ""fake"" a relationship, will it turn into something real?

(Source: Seven Seas Entertainment)",,,,"{'day': None, 'time': None, 'timezone': None, 'string': 'Unknown'}",,,Ashi Productions,Romance,,"Adult Cast,Workplace",Seinen,,"{'openings': [], 'endings': []}","Official Site,@kekkon_anime,AniDB,ANN,Wikipedia",
55888,https://myanimelist.net/anime/55888/Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu_Part_2,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1876/141251.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1876/141251t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1876/141251l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1876/141251.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1876/141251t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1876/141251l.webp'}}","{'youtube_id': 'L5broLUI1m4', 'url': 'https://www.youtube.com/watch?v=L5broLUI1m4', 'embed_url': 'https://www.youtube.com/embed/L5broLUI1m4?enablejsapi=1&wmode=opaque&autoplay=1', 'images': {'image_url': 'https://img.youtube.com/vi/L5broLUI1m4/default.jpg', 'small_image_url': 'https://img.youtube.com/vi/L5broLUI1m4/sddefault.jpg', 'medium_image_url': 'https://img.youtube.com/vi/L5broLUI1m4/mqdefault.jpg', 'large_image_url': 'https://img.youtube.com/vi/L5broLUI1m4/hqdefault.jpg', 'maximum_image_url': 'https://img.youtube.com/vi/L5broLUI1m4/maxresdefault.jpg'}}",True,",,,,",Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,Mushoku Tensei: Jobless Reincarnation Season 2 Part 2,無職転生 II ～異世界行ったら本気だす～ (第2クール),"['Jobless Reincarnation: I Will Seriously Try If I Go To Another World', 'Mushoku Tensei: Isekai Ittara Honki Dasu 2nd Season Part 2']",TV,Light novel,12,Currently Airing,True,"{'from': '2024-04-08T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 8, 'month': 4, 'year': 2024}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 8, 2024 to ?'}",23 min per ep,R - 17+ (violence & profanity),8.42,9725,170,1148,208950,1097,Second part of Mushoku Tensei II: Isekai Ittara Honki Dasu.,,spring,2024,"{'day': 'Mondays', 'time': '00:00', 'timezone': 'Asia/Tokyo', 'string': 'Mondays at 00:00 (JST)'}","Frontier Works,TOHO animation,Hakuhodo DY Music & Pictures,BS11,Egg Firm,Kadokawa,GREE Entertainment",,Studio Bind,"Adventure,Drama,Fantasy,Ecchi",,"Isekai,Reincarnation",,",","{'openings': ['""On the Frontline (オン・ザ・フロントライン)"" by hitorie'], 'endings': ['""Mamoritai Mono (守りたいもの)"" by Yuiko Ohara']}","Official Site,@mushokutensei_A,AniDB,ANN,Wikipedia,Wikipedia,Syoboi",
55889,https://myanimelist.net/anime/55889/Watashi_no_Shiawase_na_Kekkon__Watashi_no_Shiawase_na_Katachi,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1508/137052.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1508/137052t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1508/137052l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1508/137052.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1508/137052t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1508/137052l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,",Watashi no Shiawase na Kekkon: Watashi no Shiawase na Katachi,,わたしの幸せな結婚 わたしの 幸せのかたち,['My Happy Marriage'],OVA,Novel,1,Finished Airing,False,"{'from': '2024-03-15T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 15, 'month': 3, 'year': 2024}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Mar 15, 2024'}",23 min,PG-13 - Teens 13 or older,7.54,3217,1709,4618,22314,64,Original video anime episode of Watashi no Shiawase na Kekkon.,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,Kinema Citrus,"Fantasy,Romance",,Historical,,",","{'openings': ['""Anata no Soba ni. (貴方の側に。)"" by Riria. (りりあ。)'], 'endings': ['""Vita Philosophica (ヰタ・フィロソフィカ)"" by Kashitarou Itou (伊東歌詞太郎)']}","Official Site,@watashino_info,AniDB,ANN,Wikipedia,Wikipedia",
55890,https://myanimelist.net/anime/55890/Jangmiyeogwan,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1886/137002.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1886/137002t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1886/137002l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1886/137002.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1886/137002t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1886/137002l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,",Jangmiyeogwan,Motel Rose,장미여관,,Movie,Unknown,1,Finished Airing,False,"{'from': '2018-10-19T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 19, 'month': 10, 'year': 2018}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Oct 19, 2018'}",1 hr 17 min,,,,17692,23906,79,0,"In the city lies a red light district, and the Rose Motel. Student Mina is hired as a cleaner and meets a young sex worker, Hannah, known to regulars as Rose, whose dream is to become a super star, just like her idol, the ""real"" Rose.

(Source: IMDB)",,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,,Slice of Life,,Idols (Female),,,"{'openings': [], 'endings': []}",,
55891,https://myanimelist.net/anime/55891/Uchuu_Sanpo,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1276/137003.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1276/137003t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1276/137003l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1276/137003.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1276/137003t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1276/137003l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,,",Uchuu Sanpo,Cosmic Rendezvous,宇宙散歩,['Space Walk'],Music,Original,1,Finished Airing,False,"{'from': '2023-07-07T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 7, 'month': 7, 'year': 2023}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jul 7, 2023'}",2 min,PG-13 - Teens 13 or older,6.33,109,,20006,215,0,Music video for the song Uchuu Sanpo by DECO*27 feat. Hatsune Miku.,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,OTOIRO,Romance,,"Music,Space",,,"{'openings': [], 'endings': []}",YouTube,
55893,https://myanimelist.net/anime/55893/Watashi_no_Numa,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1993/137008.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1993/137008t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1993/137008l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1993/137008.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1993/137008t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1993/137008l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",",Watashi no Numa,,私の沼,,Movie,Original,1,Finished Airing,False,"{'from': '2017-02-03T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 3, 'month': 2, 'year': 2017}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Feb 3, 2017'}",3 min,PG-13 - Teens 13 or older,,,14250,23299,88,0,"The activities of cats, kobito, carp, and an uncle dressed as a woman on a swamp.

(Source: London International Animation Festival)",,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,,Avant Garde,,,,,"{'openings': [], 'endings': []}",Official Site,
55894,https://myanimelist.net/anime/55894/Bokura_no_Ame-iro_Protocol,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1160/138465.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1160/138465t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1160/138465l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1160/138465.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1160/138465t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1160/138465l.webp'}}","{'youtube_id': '-O2b7g42OvQ', 'url': 'https://www.youtube.com/watch?v=-O2b7g42OvQ', 'embed_url': 'https://www.youtube.com/embed/-O2b7g42OvQ?enablejsapi=1&wmode=opaque&autoplay=1', 'images': {'image_url': 'https://img.youtube.com/vi/-O2b7g42OvQ/default.jpg', 'small_image_url': 'https://img.youtube.com/vi/-O2b7g42OvQ/sddefault.jpg', 'medium_image_url': 'https://img.youtube.com/vi/-O2b7g42OvQ/mqdefault.jpg', 'large_image_url': 'https://img.youtube.com/vi/-O2b7g42OvQ/hqdefault.jpg', 'maximum_image_url': 'https://img.youtube.com/vi/-O2b7g42OvQ/maxresdefault.jpg'}}",True,",,,",Bokura no Ame-iro Protocol,Protocol: Rain,僕らの雨いろプロトコル,['Our Rainy Protocol'],TV,Original,12,Finished Airing,False,"{'from': '2023-10-08T00:00:00+00:00', 'to': '2023-12-24T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 10, 'year': 2023}, 'to': {'day': 24, 'month': 12, 'year': 2023}}, 'string': 'Oct 8, 2023 to Dec 24, 2023'}",23 min per ep,PG-13 - Teens 13 or older,6.12,9741,8939,3935,31972,110,"After an accident that killed his father and left his sister with a disability, Shun Tokinoya's mental duress has led to him refraining from online gaming. Now a model high school student who feels remorse over his past lifestyle, Shun works part-time in the cybercafe owned by his childhood friend Nozomi Inatsuki in order to support his family. 

Despite this, an incident pushes Shun back into the world of online gaming. Following the sudden retirement of all players of FOX ONE—Nozomi's father’s esports team—Shun learns that the Inatsuki family is in severe debt. In order to repay the money they owe, Shun reluctantly agrees to participate in an online game tournament: Xaxerion Championship.

Joined by their classmate Akito Sendou, the three of them scout for talented players to rebuild the team. Although they are lucky to find two promising additions to FOX ONE, it is too soon to celebrate: if Shun does not let go of his guilty conscience, the makeshift team stands no chance at winning the tournament.

[Written by MAL Rewrite]",,fall,2023,"{'day': 'Sundays', 'time': '01:30', 'timezone': 'Asia/Tokyo', 'string': 'Sundays at 01:30 (JST)'}","TV Asahi,Toei Video,Movic,KlockWorx,Tokyopop,Sony Music Entertainment,Nagoya Broadcasting Network,AQUA ARIS,Pia,BS Asahi,Miyazaki Broadcasting,Starry Cube,TV Asahi Music,Gekkou",,Quad,Action,,Video Game,,,"{'openings': ['""S9aiR"" by SennaRin'], 'endings': ['""Another Complex"" by somei']}","Official Site,@bokuame_anime,AniDB,ANN,Wikipedia,Syoboi","Crunchyroll,Anime Digital Network,Bahamut Anime Crazy"
55895,https://myanimelist.net/anime/55895/Matong,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1052/137016.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1052/137016t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1052/137016l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1052/137016.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1052/137016t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1052/137016l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,",Matong,Toilet,马桶,,ONA,Original,1,Finished Airing,False,"{'from': '2001-01-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 1, 'month': 1, 'year': 2001}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': '2001'}",2 min,PG-13 - Teens 13 or older,,,18816,24551,70,0,,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,Guo Pengzi Studio,Comedy,,,,,"{'openings': [], 'endings': []}",,
55896,https://myanimelist.net/anime/55896/Chengshi_Huanxiang_Qu,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1305/137017.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1305/137017t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1305/137017l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1305/137017.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1305/137017t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1305/137017l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,",Chengshi Huanxiang Qu,Fantasy City,城市幻想曲,,ONA,Original,1,Finished Airing,False,"{'from': '2009-01-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 1, 'month': 1, 'year': 2009}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': '2009'}",5 min,G - All Ages,,,16111,25141,63,0,,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,Guo Pengzi Studio,Drama,,,,,"{'openings': [], 'endings': []}",,
55897,https://myanimelist.net/anime/55897/Qinggan_Dongwuyuan,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1832/137018.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1832/137018t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1832/137018l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1832/137018.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1832/137018t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1832/137018l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,",Qinggan Dongwuyuan,Love Zoo,情感动物园,,ONA,Original,5,Finished Airing,False,"{'from': '2006-01-01T00:00:00+00:00', 'to': '2008-01-01T00:00:00+00:00', 'prop': {'from': {'day': 1, 'month': 1, 'year': 2006}, 'to': {'day': 1, 'month': 1, 'year': 2008}}, 'string': '2006 to 2008'}",30 sec per ep,PG - Children,,,19973,25252,62,0,,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,Guo Pengzi Studio,"Comedy,Romance",,,,,"{'openings': [], 'endings': []}",,
55898,https://myanimelist.net/anime/55898/Meng,"{'jpg': {'image_url': 'https://cdn.myanimelist.net/images/anime/1469/137019.jpg', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1469/137019t.jpg', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1469/137019l.jpg'}, 'webp': {'image_url': 'https://cdn.myanimelist.net/images/anime/1469/137019.webp', 'small_image_url': 'https://cdn.myanimelist.net/images/anime/1469/137019t.webp', 'large_image_url': 'https://cdn.myanimelist.net/images/anime/1469/137019l.webp'}}","{'youtube_id': None, 'url': None, 'embed_url': None, 'images': {'image_url': None, 'small_image_url': None, 'medium_image_url': None, 'large_image_url': None, 'maximum_image_url': None}}",True,",,",Meng,Dream,梦,,ONA,Original,1,Finished Airing,False,"{'from': '2002-01-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 1, 'month': 1, 'year': 2002}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': '2002'}",4 min,PG-13 - Teens 13 or older,,,18893,24795,66,0,,,,,"{'day': None, 'time': None, 'timezone': None, 'string': None}",,,Guo Pengzi Studio,Drama,,,,,"{'openings': [], 'endings': []}",,
