id,title,start_date,end_date,statistics
58,Blue Gender,1999-10-08,2000-03-31,"{'status': {'watching': '3738', 'completed': '36795', 'on_hold': '2994', 'dropped': '3755', 'plan_to_watch': '34005'}, 'num_list_users': 81287}"
59,Chobits,2002-04-03,2002-09-25,"{'status': {'watching': '20116', 'completed': '315869', 'on_hold': '20900', 'dropped': '26304', 'plan_to_watch': '99776'}, 'num_list_users': 482965}"
60,Chrno Crusade,2003-11-25,2004-06-10,"{'status': {'watching': '9868', 'completed': '130671', 'on_hold': '10822', 'dropped': '11244', 'plan_to_watch': '63916'}, 'num_list_users': 226521}"
61,D.N.Angel,2003-04-03,2003-09-25,"{'status': {'watching': '5904', 'completed': '128311', 'on_hold': '8081', 'dropped': '12012', 'plan_to_watch': '30726'}, 'num_list_users': 185034}"
62,D.C.: Da Capo,2003-07-05,2003-12-27,"{'status': {'watching': '3720', 'completed': '39223', 'on_hold': '3125', 'dropped': '4298', 'plan_to_watch': '25666'}, 'num_list_users': 76032}"
63,DearS,2004-07-11,2004-09-26,"{'status': {'watching': '5048', 'completed': '107496', 'on_hold': '3529', 'dropped': '6385', 'plan_to_watch': '26127'}, 'num_list_users': 148585}"
64,Rozen Maiden,2004-10-08,2004-12-24,"{'status': {'watching': '7244', 'completed': '128166', 'on_hold': '6728', 'dropped': '8849', 'plan_to_watch': '54119'}, 'num_list_users': 205106}"
65,Rozen Maiden: Träumend,2005-10-21,2006-01-27,"{'status': {'watching': '2499', 'completed': '81816', 'on_hold': '2303', 'dropped': '1882', 'plan_to_watch': '16932'}, 'num_list_users': 105432}"
66,Azumanga Daiou The Animation,2002-04-09,2002-10-01,"{'status': {'watching': '26812', 'completed': '179428', 'on_hold': '20437', 'dropped': '15764', 'plan_to_watch': '117675'}, 'num_list_users': 360116}"
67,Basilisk: Kouga Ninpou Chou,2005-04-13,2005-09-21,"{'status': {'watching': '8903', 'completed': '94115', 'on_hold': '7337', 'dropped': '8142', 'plan_to_watch': '70033'}, 'num_list_users': 188530}"
68,Black Cat (TV),2005-10-07,2006-03-31,"{'status': {'watching': '12529', 'completed': '163665', 'on_hold': '13071', 'dropped': '12879', 'plan_to_watch': '68251'}, 'num_list_users': 270395}"
69,Cluster Edge,2005-10-05,2006-03-29,"{'status': {'watching': '602', 'completed': '3444', 'on_hold': '676', 'dropped': '1037', 'plan_to_watch': '5133'}, 'num_list_users': 10892}"
71,Full Metal Panic!,2002-01-08,2002-06-18,"{'status': {'watching': '23266', 'completed': '304661', 'on_hold': '19055', 'dropped': '17265', 'plan_to_watch': '131970'}, 'num_list_users': 496217}"
72,Full Metal Panic? Fumoffu,2003-08-26,2003-11-18,"{'status': {'watching': '7209', 'completed': '232326', 'on_hold': '5183', 'dropped': '4341', 'plan_to_watch': '47305'}, 'num_list_users': 296364}"
73,Full Metal Panic! The Second Raid,2005-07-14,2005-10-20,"{'status': {'watching': '5783', 'completed': '200193', 'on_hold': '4393', 'dropped': '2702', 'plan_to_watch': '47731'}, 'num_list_users': 260802}"
74,Gakuen Alice,2004-10-30,2005-05-14,"{'status': {'watching': '3334', 'completed': '69114', 'on_hold': '3324', 'dropped': '3445', 'plan_to_watch': '20858'}, 'num_list_users': 100075}"
75,Soukyuu no Fafner: Dead Aggressor,2004-07-05,2004-12-27,"{'status': {'watching': '2824', 'completed': '18934', 'on_hold': '2129', 'dropped': '2317', 'plan_to_watch': '22398'}, 'num_list_users': 48602}"
76,Mahou Shoujo Lyrical Nanoha,2004-10-03,2004-12-26,"{'status': {'watching': '4080', 'completed': '54199', 'on_hold': '3270', 'dropped': '3084', 'plan_to_watch': '39340'}, 'num_list_users': 103973}"
77,Mahou Shoujo Lyrical Nanoha A's,2005-10-02,2005-12-25,"{'status': {'watching': '1820', 'completed': '45482', 'on_hold': '1231', 'dropped': '1006', 'plan_to_watch': '15812'}, 'num_list_users': 65351}"
79,Shuffle!,2005-07-08,2006-01-06,"{'status': {'watching': '13745', 'completed': '171298', 'on_hold': '10858', 'dropped': '15342', 'plan_to_watch': '67589'}, 'num_list_users': 278832}"
80,Kidou Senshi Gundam,1979-04-07,1980-01-26,"{'status': {'watching': '12001', 'completed': '72318', 'on_hold': '7349', 'dropped': '4167', 'plan_to_watch': '37880'}, 'num_list_users': 133715}"
81,Kidou Senshi Gundam: Dai 08 MS Shoutai,1996-01-25,1999-07-25,"{'status': {'watching': '3629', 'completed': '58099', 'on_hold': '1862', 'dropped': '1078', 'plan_to_watch': '19406'}, 'num_list_users': 84074}"
82,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,1989-03-25,1989-08-25,"{'status': {'watching': '1666', 'completed': '42433', 'on_hold': '766', 'dropped': '529', 'plan_to_watch': '15405'}, 'num_list_users': 60799}"
83,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,1998-08-01,1998-08-01,"{'status': {'watching': '245', 'completed': '9904', 'on_hold': '169', 'dropped': '207', 'plan_to_watch': '3296'}, 'num_list_users': 13821}"
84,Kidou Senshi Gundam 0083: Stardust Memory,1991-05-23,1992-09-24,"{'status': {'watching': '1602', 'completed': '32543', 'on_hold': '905', 'dropped': '618', 'plan_to_watch': '9550'}, 'num_list_users': 45218}"
85,Kidou Senshi Zeta Gundam,1985-03-02,1986-02-22,"{'status': {'watching': '6180', 'completed': '46439', 'on_hold': '3490', 'dropped': '1449', 'plan_to_watch': '17872'}, 'num_list_users': 75430}"
86,Kidou Senshi Gundam ZZ,1986-03-01,1987-01-31,"{'status': {'watching': '2653', 'completed': '26668', 'on_hold': '1739', 'dropped': '1256', 'plan_to_watch': '11379'}, 'num_list_users': 43695}"
87,Kidou Senshi Gundam: Gyakushuu no Char,1988-03-12,1988-03-12,"{'status': {'watching': '889', 'completed': '38544', 'on_hold': '365', 'dropped': '259', 'plan_to_watch': '10410'}, 'num_list_users': 50467}"
88,Kidou Senshi Gundam F91,1991-03-16,1991-03-16,"{'status': {'watching': '713', 'completed': '23273', 'on_hold': '319', 'dropped': '280', 'plan_to_watch': '8091'}, 'num_list_users': 32676}"
89,Kidou Senshi Victory Gundam,1993-04-02,1994-03-25,"{'status': {'watching': '1798', 'completed': '13924', 'on_hold': '1401', 'dropped': '830', 'plan_to_watch': '10240'}, 'num_list_users': 28193}"
90,Shin Kidou Senki Gundam Wing,1995-04-07,1996-03-29,"{'status': {'watching': '8112', 'completed': '111906', 'on_hold': '7189', 'dropped': '5313', 'plan_to_watch': '27869'}, 'num_list_users': 160389}"
91,Shin Kidou Senki Gundam Wing: Endless Waltz,1997-01-25,1997-07-25,"{'status': {'watching': '789', 'completed': '39783', 'on_hold': '384', 'dropped': '333', 'plan_to_watch': '7210'}, 'num_list_users': 48499}"
92,Kidou Shinseiki Gundam X,1996-04-05,1996-12-28,"{'status': {'watching': '2127', 'completed': '19984', 'on_hold': '2003', 'dropped': '1247', 'plan_to_watch': '11117'}, 'num_list_users': 36478}"
93,Kidou Senshi Gundam SEED,2002-10-05,2003-09-27,"{'status': {'watching': '7171', 'completed': '120136', 'on_hold': '5274', 'dropped': '5810', 'plan_to_watch': '32353'}, 'num_list_users': 170744}"
94,Kidou Senshi Gundam SEED Destiny,2004-10-09,2005-10-01,"{'status': {'watching': '3331', 'completed': '83228', 'on_hold': '2564', 'dropped': '3173', 'plan_to_watch': '15803'}, 'num_list_users': 108099}"
95,Turn A Gundam,1999-04-09,2000-04-14,"{'status': {'watching': '3536', 'completed': '20005', 'on_hold': '2867', 'dropped': '1853', 'plan_to_watch': '20426'}, 'num_list_users': 48687}"
96,Kidou Butouden G Gundam,1994-04-01,1995-03-31,"{'status': {'watching': '3681', 'completed': '47117', 'on_hold': '3093', 'dropped': '2017', 'plan_to_watch': '13577'}, 'num_list_users': 69485}"
97,Last Exile,2003-04-08,2003-09-30,"{'status': {'watching': '7389', 'completed': '85891', 'on_hold': '7265', 'dropped': '5849', 'plan_to_watch': '68437'}, 'num_list_users': 174831}"
98,Mai-HiME,2004-10-01,2005-04-01,"{'status': {'watching': '4373', 'completed': '65965', 'on_hold': '4063', 'dropped': '4806', 'plan_to_watch': '36540'}, 'num_list_users': 115747}"
99,Mai-Otome,2005-10-07,2006-03-31,"{'status': {'watching': '1480', 'completed': '33987', 'on_hold': '1341', 'dropped': '1820', 'plan_to_watch': '12827'}, 'num_list_users': 51455}"
100,Shin Shirayuki-hime Densetsu Prétear,2001-04-04,2001-06-27,"{'status': {'watching': '2160', 'completed': '39066', 'on_hold': '1744', 'dropped': '2057', 'plan_to_watch': '19113'}, 'num_list_users': 64140}"
101,Air,2005-01-07,2005-03-25,"{'status': {'watching': '8965', 'completed': '191230', 'on_hold': '9018', 'dropped': '11232', 'plan_to_watch': '77843'}, 'num_list_users': 298288}"
102,Aishiteruze Baby★★,2004-04-03,2004-10-09,"{'status': {'watching': '4473', 'completed': '67632', 'on_hold': '4410', 'dropped': '5694', 'plan_to_watch': '20933'}, 'num_list_users': 103142}"
103,Akazukin Chacha,1994-01-07,1995-06-30,"{'status': {'watching': '982', 'completed': '6553', 'on_hold': '1222', 'dropped': '1196', 'plan_to_watch': '6056'}, 'num_list_users': 16009}"
104,Ayashi no Ceres,2000-04-20,2000-09-28,"{'status': {'watching': '2588', 'completed': '35021', 'on_hold': '2822', 'dropped': '3887', 'plan_to_watch': '18129'}, 'num_list_users': 62447}"
105,Boys Be...,2000-04-11,2000-07-04,"{'status': {'watching': '1030', 'completed': '11690', 'on_hold': '947', 'dropped': '1565', 'plan_to_watch': '8411'}, 'num_list_users': 23643}"
106,Hana yori Dango,1996-09-08,1997-08-31,"{'status': {'watching': '3327', 'completed': '31359', 'on_hold': '2675', 'dropped': '3918', 'plan_to_watch': '20913'}, 'num_list_users': 62192}"
107,Ou Dorobou Jing,2002-05-15,2002-08-14,"{'status': {'watching': '1697', 'completed': '18450', 'on_hold': '1585', 'dropped': '1956', 'plan_to_watch': '14170'}, 'num_list_users': 37858}"
108,Ou Dorobou Jing in Seventh Heaven,2004-01-21,2004-04-28,"{'status': {'watching': '378', 'completed': '7999', 'on_hold': '250', 'dropped': '225', 'plan_to_watch': '4319'}, 'num_list_users': 13171}"
109,Bakuretsu Tenshi,2004-04-07,2004-09-15,"{'status': {'watching': '3436', 'completed': '37790', 'on_hold': '3838', 'dropped': '4919', 'plan_to_watch': '21297'}, 'num_list_users': 71280}"
110,Chuuka Ichiban!,1997-04-27,1998-09-13,"{'status': {'watching': '1363', 'completed': '10266', 'on_hold': '1026', 'dropped': '1022', 'plan_to_watch': '6446'}, 'num_list_users': 20123}"
111,Corrector Yui,1999-04-09,2000-10-20,"{'status': {'watching': '755', 'completed': '9191', 'on_hold': '909', 'dropped': '1159', 'plan_to_watch': '5078'}, 'num_list_users': 17092}"
112,Chou Henshin Cosprayers,2004-01-13,2004-03-02,"{'status': {'watching': '350', 'completed': '4228', 'on_hold': '281', 'dropped': '663', 'plan_to_watch': '3380'}, 'num_list_users': 8902}"
113,Uchuu no Stellvia,2003-04-03,2003-09-25,"{'status': {'watching': '1101', 'completed': '12129', 'on_hold': '1070', 'dropped': '1163', 'plan_to_watch': '9425'}, 'num_list_users': 24888}"
114,Sakigake!! Cromartie Koukou,2003-10-03,2004-03-26,"{'status': {'watching': '10469', 'completed': '58864', 'on_hold': '9381', 'dropped': '6580', 'plan_to_watch': '53901'}, 'num_list_users': 139195}"
115,Ijigen no Sekai El-Hazard,1998-01-08,1998-03-26,"{'status': {'watching': '418', 'completed': '7187', 'on_hold': '383', 'dropped': '431', 'plan_to_watch': '3429'}, 'num_list_users': 11848}"
116,Shinpi no Sekai El-Hazard (TV),1995-10-06,1996-03-29,"{'status': {'watching': '867', 'completed': '9564', 'on_hold': '763', 'dropped': '841', 'plan_to_watch': '6177'}, 'num_list_users': 18212}"
117,Shinpi no Sekai El-Hazard,1995-05-26,1996-01-25,"{'status': {'watching': '802', 'completed': '10663', 'on_hold': '562', 'dropped': '503', 'plan_to_watch': '7354'}, 'num_list_users': 19884}"
118,Shinpi no Sekai El-Hazard Season 2,1997-03-21,1997-10-25,"{'status': {'watching': '272', 'completed': '6297', 'on_hold': '197', 'dropped': '195', 'plan_to_watch': '2398'}, 'num_list_users': 9359}"
119,Final Approach,2004-10-03,2004-12-26,"{'status': {'watching': '1242', 'completed': '23677', 'on_hold': '866', 'dropped': '1261', 'plan_to_watch': '8703'}, 'num_list_users': 35749}"
120,Fruits Basket,2001-07-05,2001-12-27,"{'status': {'watching': '22001', 'completed': '366617', 'on_hold': '15984', 'dropped': '21444', 'plan_to_watch': '112400'}, 'num_list_users': 538446}"
121,Fullmetal Alchemist,2003-10-04,2004-10-02,"{'status': {'watching': '70618', 'completed': '1105005', 'on_hold': '52661', 'dropped': '51054', 'plan_to_watch': '188918'}, 'num_list_users': 1468256}"
122,Full Moon wo Sagashite,2002-04-06,2003-03-29,"{'status': {'watching': '4881', 'completed': '60538', 'on_hold': '5474', 'dropped': '6285', 'plan_to_watch': '32554'}, 'num_list_users': 109732}"
123,Fushigi Yuugi,1995-04-06,1996-03-28,"{'status': {'watching': '6684', 'completed': '63331', 'on_hold': '6572', 'dropped': '7057', 'plan_to_watch': '36327'}, 'num_list_users': 119971}"
124,Fushigi Yuugi: Eikouden,2001-12-21,2002-06-25,"{'status': {'watching': '375', 'completed': '13219', 'on_hold': '262', 'dropped': '311', 'plan_to_watch': '3967'}, 'num_list_users': 18134}"
125,Futakoi,2004-10-07,2004-12-30,"{'status': {'watching': '1301', 'completed': '21813', 'on_hold': '1066', 'dropped': '1664', 'plan_to_watch': '9638'}, 'num_list_users': 35482}"
126,Futakoi Alternative,2005-04-07,2005-06-30,"{'status': {'watching': '1296', 'completed': '15198', 'on_hold': '1243', 'dropped': '1731', 'plan_to_watch': '12181'}, 'num_list_users': 31649}"
127,Gate Keepers,2000-04-03,2000-09-18,"{'status': {'watching': '936', 'completed': '12336', 'on_hold': '1033', 'dropped': '1364', 'plan_to_watch': '6760'}, 'num_list_users': 22429}"
128,Gate Keepers 21,2002-04-24,2003-01-08,"{'status': {'watching': '332', 'completed': '6480', 'on_hold': '297', 'dropped': '333', 'plan_to_watch': '3280'}, 'num_list_users': 10722}"
129,Gensoumaden Saiyuuki,2000-04-04,2001-03-27,"{'status': {'watching': '3368', 'completed': '25472', 'on_hold': '3568', 'dropped': '3543', 'plan_to_watch': '19340'}, 'num_list_users': 55291}"
130,Saiyuuki Reload,2003-10-02,2004-03-25,"{'status': {'watching': '1699', 'completed': '18825', 'on_hold': '1400', 'dropped': '1489', 'plan_to_watch': '12090'}, 'num_list_users': 35503}"
131,Saiyuuki Reload Gunlock,2004-04-02,2004-09-24,"{'status': {'watching': '951', 'completed': '12503', 'on_hold': '805', 'dropped': '654', 'plan_to_watch': '8873'}, 'num_list_users': 23786}"
132,GetBackers,2002-10-05,2003-09-20,"{'status': {'watching': '6757', 'completed': '63337', 'on_hold': '8785', 'dropped': '8432', 'plan_to_watch': '35136'}, 'num_list_users': 122447}"
133,Green Green,2003-07-13,2003-09-28,"{'status': {'watching': '3275', 'completed': '85423', 'on_hold': '2382', 'dropped': '6018', 'plan_to_watch': '20486'}, 'num_list_users': 117584}"
134,Gunslinger Girl,2003-10-09,2004-02-19,"{'status': {'watching': '8296', 'completed': '94252', 'on_hold': '8731', 'dropped': '9369', 'plan_to_watch': '69605'}, 'num_list_users': 190253}"
135,Hikaru no Go,2001-10-10,2003-03-26,"{'status': {'watching': '7285', 'completed': '74592', 'on_hold': '7535', 'dropped': '7886', 'plan_to_watch': '41131'}, 'num_list_users': 138429}"
136,Hunter x Hunter,1999-10-16,2001-03-31,"{'status': {'watching': '42610', 'completed': '368162', 'on_hold': '22617', 'dropped': '21500', 'plan_to_watch': '135169'}, 'num_list_users': 590058}"
137,Hunter x Hunter: Original Video Animation,2002-01-17,2002-04-17,"{'status': {'watching': '3091', 'completed': '98476', 'on_hold': '1181', 'dropped': '1126', 'plan_to_watch': '22848'}, 'num_list_users': 126722}"
138,Hunter x Hunter: Greed Island,2003-02-05,2003-04-16,"{'status': {'watching': '3370', 'completed': '130492', 'on_hold': '1174', 'dropped': '1125', 'plan_to_watch': '20172'}, 'num_list_users': 156333}"
139,Hunter x Hunter: Greed Island Final,2004-03-03,2004-08-18,"{'status': {'watching': '3065', 'completed': '119062', 'on_hold': '1123', 'dropped': '1028', 'plan_to_watch': '20638'}, 'num_list_users': 144916}"
141,Jinki:Extend,2005-01-06,2005-03-24,"{'status': {'watching': '561', 'completed': '5467', 'on_hold': '535', 'dropped': '822', 'plan_to_watch': '4429'}, 'num_list_users': 11814}"
142,Kamikaze Kaitou Jeanne,1999-02-13,2000-01-29,"{'status': {'watching': '2035', 'completed': '38293', 'on_hold': '2131', 'dropped': '2376', 'plan_to_watch': '12088'}, 'num_list_users': 56923}"
143,Kannazuki no Miko,2004-10-02,2004-12-18,"{'status': {'watching': '3001', 'completed': '38374', 'on_hold': '2294', 'dropped': '3482', 'plan_to_watch': '24261'}, 'num_list_users': 71412}"
144,Kanon,2002-01-31,2002-03-28,"{'status': {'watching': '1955', 'completed': '37366', 'on_hold': '1701', 'dropped': '2843', 'plan_to_watch': '22186'}, 'num_list_users': 66051}"
145,Kareshi Kanojo no Jijou,1998-10-02,1999-03-26,"{'status': {'watching': '16319', 'completed': '93793', 'on_hold': '12833', 'dropped': '10143', 'plan_to_watch': '97642'}, 'num_list_users': 230730}"
146,Kono Minikuku mo Utsukushii Sekai,2004-04-02,2004-06-18,"{'status': {'watching': '2520', 'completed': '36986', 'on_hold': '2170', 'dropped': '2726', 'plan_to_watch': '16630'}, 'num_list_users': 61032}"
147,Kimi ga Nozomu Eien,2003-10-05,2004-01-04,"{'status': {'watching': '4769', 'completed': '84656', 'on_hold': '3736', 'dropped': '5071', 'plan_to_watch': '43929'}, 'num_list_users': 142161}"
148,Kita e.: Diamond Dust Drops,2004-01-20,2004-04-05,"{'status': {'watching': '460', 'completed': '3256', 'on_hold': '400', 'dropped': '507', 'plan_to_watch': '4807'}, 'num_list_users': 9430}"
149,Loveless,2005-04-07,2005-06-30,"{'status': {'watching': '5078', 'completed': '92335', 'on_hold': '4480', 'dropped': '10415', 'plan_to_watch': '28415'}, 'num_list_users': 140723}"
150,Blood+,2005-10-08,2006-09-23,"{'status': {'watching': '21826', 'completed': '187147', 'on_hold': '23211', 'dropped': '23307', 'plan_to_watch': '121156'}, 'num_list_users': 376647}"
151,Re: Cutie Honey,2004-07-24,2004-09-25,"{'status': {'watching': '1274', 'completed': '13984', 'on_hold': '759', 'dropped': '695', 'plan_to_watch': '13128'}, 'num_list_users': 29840}"
152,Solty Rei,2005-10-07,2006-03-31,"{'status': {'watching': '1401', 'completed': '15421', 'on_hold': '1595', 'dropped': '1677', 'plan_to_watch': '10299'}, 'num_list_users': 30393}"
153,Juuni Kokuki,2002-04-09,2003-08-30,"{'status': {'watching': '10030', 'completed': '49918', 'on_hold': '7443', 'dropped': '6462', 'plan_to_watch': '78408'}, 'num_list_users': 152261}"
154,Shaman King,2001-07-04,2002-09-25,"{'status': {'watching': '16535', 'completed': '253292', 'on_hold': '14079', 'dropped': '16786', 'plan_to_watch': '65067'}, 'num_list_users': 365759}"
155,X/1999,1996-08-03,1996-08-03,"{'status': {'watching': '779', 'completed': '26068', 'on_hold': '428', 'dropped': '443', 'plan_to_watch': '11110'}, 'num_list_users': 38828}"
156,X,2001-10-03,2002-03-27,"{'status': {'watching': '3624', 'completed': '44217', 'on_hold': '3712', 'dropped': '3506', 'plan_to_watch': '27960'}, 'num_list_users': 83019}"
157,Mahou Sensei Negima!,2005-01-06,2005-06-30,"{'status': {'watching': '7258', 'completed': '84458', 'on_hold': '5779', 'dropped': '8541', 'plan_to_watch': '35062'}, 'num_list_users': 141098}"
